country,bag_num,bag_weight,harvest_year,grading_date,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,moisture,cat_1_defects,quakers,color,cat_2_defects,expiration,altitude,species,total_quality
Taiwan,1,6,2025,2025-09-12,Natural/Dry,7.83,8.0,7.92,7.67,7.58,7.75,10.0,10.0,10.0,0.101,0,0,Yellow-Green,2,2026-09-12,400.0,Arabica,7.791666666666667
Thailand,1,10,2024,2024-10-29,Honey,7.75,8.08,7.58,7.83,7.83,7.75,10.0,10.0,10.0,0.133,0,0,Yellow-Green,2,2025-10-29,1150.0,Arabica,7.803333333333334
Vietnam,1,2,2025,2025-07-14,Natural/Dry,8.17,7.75,7.67,7.75,7.58,7.83,10.0,10.0,10.0,0.119,0,0,Brown,1,2026-07-14,700.0,Arabica,7.791666666666667
Taiwan,1,8,2023,2024-10-29,Natural/Dry,7.92,7.75,7.83,7.75,7.67,7.83,10.0,10.0,10.0,0.101,0,0,Yellow-Green,0,2025-10-29,880.0,Arabica,7.791666666666667
Guatemala,600,30,2025,2025-05-02,Washed/Wet,7.67,7.92,7.67,7.92,7.75,7.75,10.0,10.0,10.0,0.104,0,1,Green,1,2026-05-02,1600.0,Arabica,7.78
Thailand,1,10,2024,2024-10-29,Honey,7.83,8.0,7.5,7.92,7.67,7.83,10.0,10.0,10.0,0.081,0,0,Green,0,2025-10-29,1100.0,Arabica,7.791666666666667
Taiwan,1,6,2024,2025-09-12,Natural/Dry,7.92,7.75,7.75,7.75,7.67,7.83,10.0,10.0,10.0,0.111,0,0,Yellow-Green,3,2026-09-12,200.0,Arabica,7.778333333333333
Thailand,3,25,2025,2025-08-26,Honey,7.75,8.0,7.42,7.92,7.83,7.75,10.0,10.0,10.0,0.107,0,0,Brown,3,2026-08-26,1250.0,Arabica,7.778333333333333
Thailand,1,10,2020,2024-10-29,Washed/Wet,7.83,7.92,7.67,7.83,7.75,7.75,10.0,10.0,10.0,0.101,0,0,,0,2025-10-29,1500.0,Arabica,7.791666666666667
Thailand,1,10,2024,2024-11-07,Natural/Dry,8.0,8.0,7.67,7.75,7.67,7.75,10.0,10.0,10.0,0.092,0,0,Green,0,2025-11-07,1400.0,Arabica,7.8066666666666675
Thailand,12,25,2024,2024-10-29,Washed/Wet,7.92,7.67,7.67,7.83,7.75,7.83,10.0,10.0,10.0,0.109,0,0,,0,2025-10-29,1400.0,Arabica,7.778333333333332
Taiwan,1,2,2025,2025-09-26,Washed/Wet,8.0,7.75,7.75,7.75,7.67,7.75,10.0,10.0,10.0,0.102,0,1,Blue-Green,5,2026-09-26,1100.0,Arabica,7.778333333333333
Thailand,2,10,2023,2024-11-07,Natural/Dry,7.75,7.92,7.75,7.92,7.58,7.75,10.0,10.0,10.0,0.093,0,0,Yellow-Green,0,2025-11-07,1350.0,Arabica,7.778333333333333
Thailand,2,1000,2024,2024-10-29,Natural/Dry,8.0,8.0,7.58,7.92,7.58,7.58,10.0,10.0,10.0,0.087,0,0,Yellow,3,2025-10-29,1400.0,Arabica,7.776666666666666
Thailand,1,30,2025,2025-08-26,Honey,7.83,7.92,7.83,7.92,7.83,7.83,9.33,10.0,10.0,0.133,0,0,Green,0,2026-08-26,850.0,Arabica,7.859999999999999
Taiwan,1,6,2024,2025-09-12,Honey,7.67,7.83,7.75,7.83,7.75,7.75,10.0,10.0,10.0,0.118,0,0,Blue-Green,0,2026-09-12,220.0,Arabica,7.763333333333333
Thailand,1,10,2024,2024-10-29,Honey,8.0,8.0,7.58,7.83,7.75,7.58,10.0,10.0,10.0,0.102,0,0,Green,1,2025-10-29,1250.0,Arabica,7.789999999999999
Guatemala,250,35,2025,2025-06-02,Washed/Wet,7.75,8.0,7.58,7.83,7.75,7.75,10.0,10.0,10.0,0.106,0,3,Green,6,2026-06-02,1500.0,Arabica,7.776666666666666
Brazil,1600,96000,2025,2025-09-29,Natural/Dry,7.75,7.75,7.67,7.75,7.75,7.75,10.0,10.0,10.0,0.115,0,0,Green,2,2026-09-29,1100.0,Arabica,7.736666666666667
Indonesia,1,2,2024,2024-12-27,Honey,7.92,7.92,7.5,8.08,7.58,7.58,10.0,10.0,10.0,0.119,0,0,Yellow,1,2025-12-27,1300.0,Arabica,7.763333333333333
Taiwan,1,6,2025,2025-09-12,Honey,7.75,7.75,7.75,7.75,7.75,7.83,10.0,10.0,10.0,0.093,0,0,Green,2,2026-09-12,300.0,Arabica,7.763333333333333
Thailand,2,25,2024,2024-10-29,Washed/Wet,8.0,8.17,8.08,8.08,7.92,8.0,8.0,10.0,10.0,0.099,0,0,Green,0,2025-10-29,1200.0,Arabica,8.041666666666666
Taiwan,1,5,2025,2025-03-19,Natural/Dry,7.92,7.92,7.83,7.58,7.75,7.67,10.0,10.0,10.0,0.102,0,0,Yellow-Green,2,2026-03-19,400.0,Arabica,7.778333333333333
Colombia,600,30,2024,2024-12-05,Washed/Wet,7.83,7.75,7.67,7.92,7.83,7.67,10.0,10.0,10.0,0.111,0,2,Green,3,2025-12-05,1700.0,Arabica,7.778333333333333
Brazil,1280,76800,2025,2025-09-22,Natural/Dry,7.83,7.83,7.5,7.75,7.75,7.75,10.0,10.0,10.0,0.11,0,0,Green,2,2026-09-22,1100.0,Arabica,7.734999999999999
Taiwan,1,2,2025,2025-09-26,Washed/Wet,7.83,7.67,7.75,7.83,7.67,7.83,10.0,10.0,10.0,0.09,0,0,Blue-Green,0,2026-09-26,1300.0,Arabica,7.763333333333333
Taiwan,1,5,2025,2025-07-15,Washed/Wet,8.17,7.92,8.0,7.75,7.75,7.42,10.0,10.0,10.0,0.106,0,0,Green,0,2026-07-15,700.0,Arabica,7.835000000000001
Taiwan,1,5,2025,2025-07-15,Washed/Wet,7.92,7.83,7.75,7.67,7.75,7.75,10.0,10.0,10.0,0.084,0,1,Green,0,2026-07-15,680.0,Arabica,7.778333333333333
Taiwan,1,8,2024,2024-10-29,Natural/Dry,7.83,7.83,7.67,7.83,7.58,7.75,10.0,10.0,10.0,0.102,0,0,Green,0,2025-10-29,1200.0,Arabica,7.748333333333332
Taiwan,1,2,2025,2025-09-18,Washed/Wet,7.75,7.75,7.75,7.75,7.75,7.75,10.0,10.0,10.0,0.103,0,0,Blue-Green,0,2026-09-18,1200.0,Arabica,7.75
Taiwan,1,5,2025,2025-07-15,Natural/Dry,7.67,7.83,7.75,7.67,7.67,7.75,10.0,10.0,10.0,0.084,0,0,Green,0,2026-07-15,700.0,Arabica,7.723333333333334
Taiwan,1,8,2025,2025-03-19,Washed/Wet,7.67,7.75,7.75,7.83,7.58,7.75,10.0,10.0,10.0,0.113,0,0,Blue-Green,0,2026-03-19,580.0,Arabica,7.721666666666667
Kenya,300,60,2025,2025-07-28,Washed/Wet,7.83,7.58,7.67,8.0,7.58,7.5,10.0,10.0,10.0,0.11,0,0,Green,1,2026-07-28,3000.0,Arabica,7.6933333333333325
Taiwan,1,2,2025,2025-09-26,Washed/Wet,7.92,7.75,7.58,7.67,7.42,7.75,10.0,10.0,10.0,0.093,0,0,Blue-Green,0,2026-09-26,1250.0,Arabica,7.6816666666666675
Brazil,1600,96000,2025,2025-09-22,Natural/Dry,7.67,7.67,7.58,7.75,7.75,7.67,10.0,10.0,10.0,0.116,0,1,Green,5,2026-09-22,1100.0,Arabica,7.6816666666666675
Japan,20,1,2025,2025-09-26,Natural/Dry,7.58,7.67,7.75,7.58,7.75,7.75,10.0,10.0,10.0,0.106,0,0,Green,0,2026-09-26,89.0,Arabica,7.68
Taiwan,1,2,2025,2025-09-26,Honey,7.67,7.75,7.67,7.67,7.75,7.67,10.0,10.0,10.0,0.105,0,0,Green,2,2026-09-26,1100.0,Arabica,7.696666666666666
Taiwan,1,2,2025,2025-09-18,Washed/Wet,7.75,7.75,7.75,7.67,7.5,7.67,10.0,10.0,10.0,0.112,0,0,Blue-Green,14,2026-09-18,1050.0,Arabica,7.6816666666666675
Guatemala,600,30,2025,2025-04-23,Washed/Wet,7.67,7.75,7.5,7.83,7.67,7.67,10.0,10.0,10.0,0.105,0,1,Green,12,2026-04-23,1500.0,Arabica,7.6816666666666675
Japan,1,20,2024,2025-07-15,Washed/Wet,7.67,7.67,7.75,7.75,7.58,7.67,10.0,10.0,10.0,0.101,0,0,Green,0,2026-07-15,103.0,Arabica,7.6816666666666675
Thailand,350,40,2024,2024-11-07,Washed/Wet,7.92,7.67,7.67,7.5,7.58,7.67,10.0,10.0,10.0,0.1,0,0,Green,0,2025-11-07,1100.0,Arabica,7.668333333333333
Taiwan,1,2,2025,2025-09-26,Natural/Dry,7.67,7.75,7.67,7.67,7.58,7.67,10.0,10.0,10.0,0.105,0,0,Green,0,2026-09-26,1200.0,Arabica,7.668333333333333
Kenya,320,60,2024,2024-12-12,Washed/Wet,8.0,7.67,7.58,7.5,7.58,7.58,10.0,10.0,10.0,0.11,0,0,Green,5,2025-12-12,1950.0,Arabica,7.651666666666666
Taiwan,1,6,2024,2025-09-12,Honey,7.58,7.67,7.75,7.75,7.67,7.67,10.0,10.0,10.0,0.111,0,0,Green,0,2026-09-12,230.0,Arabica,7.6816666666666675
Kenya,960,60,2024,2024-12-12,Washed/Wet,8.0,7.67,7.42,7.5,7.67,7.67,10.0,10.0,10.0,0.11,0,0,Green,5,2025-12-12,1950.0,Arabica,7.655
Taiwan,1,2,2025,2025-09-18,Washed/Wet,7.83,7.75,7.58,7.75,7.5,7.67,10.0,10.0,10.0,0.152,1,0,Green,10,2026-09-18,200.0,Arabica,7.68
Vietnam,334,30,2024,2024-11-08,Washed/Wet,7.83,7.92,7.58,7.67,7.42,7.58,10.0,10.0,10.0,0.119,0,0,Green,0,2025-11-08,1600.0,Arabica,7.666666666666667
"Tanzania, United Republic Of",320,60,2025,2025-04-01,Washed/Wet,7.67,7.58,7.58,7.75,7.67,7.67,10.0,10.0,10.0,0.119,0,0,Green,24,2026-04-01,1500.0,Arabica,7.653333333333333
Indonesia,1,2,2024,2024-12-27,Washed/Wet,7.75,7.75,7.42,7.75,7.83,7.83,9.33,10.0,10.0,0.136,0,1,Green,4,2025-12-27,1275.0,Arabica,7.721666666666667
Indonesia,1,2,2024,2024-12-27,Washed/Wet,7.58,7.58,7.83,7.58,7.58,7.67,10.0,10.0,10.0,0.126,0,3,Green,0,2025-12-27,1000.0,Arabica,7.636666666666667
Ethiopia,320,60,2025,2025-08-20,Washed/Wet,7.75,7.75,7.58,7.75,7.5,7.5,10.0,10.0,10.0,0.09,0,0,Green,1,2026-08-20,1850.0,Arabica,7.638333333333333
Indonesia,1,2,2024,2024-12-27,Washed/Wet,7.58,7.75,7.67,7.58,7.67,7.5,10.0,10.0,10.0,0.131,0,4,Green,6,2025-12-27,1425.0,Arabica,7.625
Indonesia,1,50,2025,2025-10-13,Washed/Wet,7.67,7.67,7.5,7.92,7.42,7.67,10.0,10.0,10.0,0.108,0,0,Blue-Green,0,2026-10-13,1400.0,Arabica,7.641666666666667
Taiwan,1,15,2025,2025-09-18,Washed/Wet,7.67,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,0.114,0,0,Green,0,2026-09-18,1400.0,Arabica,7.640000000000001
Taiwan,1,15,2025,2025-09-18,Washed/Wet,7.83,7.75,7.58,7.58,7.58,7.58,10.0,10.0,10.0,0.105,0,0,Green,0,2026-09-18,1400.0,Arabica,7.6499999999999995
Taiwan,1,2,2024,2025-09-26,Natural/Dry,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,0.1,0,0,Green,0,2026-09-26,400.0,Arabica,7.638333333333333
Honduras,550,69,2025,2025-02-14,Washed/Wet,7.75,7.67,7.58,7.58,7.58,7.58,10.0,10.0,10.0,0.113,0,2,Green,5,2026-02-14,1200.0,Arabica,7.623333333333332
Colombia,600,30,2025,2025-09-03,Washed/Wet,7.67,7.75,7.58,7.5,7.58,7.67,10.0,10.0,10.0,0.115,0,0,Green,3,2026-09-03,1500.0,Arabica,7.625
Taiwan,1,2,2024,2025-09-26,Natural/Dry,7.75,7.67,7.58,7.58,7.58,7.58,10.0,10.0,10.0,0.101,0,0,Yellow-Green,0,2026-09-26,400.0,Arabica,7.623333333333332
Papua New Guinea,600,30,2025,2025-07-23,Washed/Wet,7.67,7.75,7.5,7.75,7.5,7.5,10.0,10.0,10.0,0.106,0,3,Green,5,2026-07-23,1850.0,Arabica,7.611666666666667
Indonesia,1,2,2024,2024-12-27,Washed/Wet,7.67,7.75,7.5,7.58,7.67,7.58,10.0,10.0,10.0,0.12,0,7,Green,5,2025-12-27,1200.0,Arabica,7.625
"Tanzania, United Republic Of",600,30,2026,2025-09-26,Washed/Wet,7.75,7.5,7.5,7.75,7.75,7.5,10.0,10.0,10.0,0.11,0,0,Green,0,2026-09-26,1400.0,Arabica,7.625
Taiwan,1,2,2025,2025-09-26,Natural/Dry,7.75,7.67,7.67,7.5,7.58,7.58,10.0,10.0,10.0,0.095,0,0,Yellow,0,2026-09-26,1250.0,Arabica,7.625
Taiwan,1,2,2025,2025-09-26,Washed/Wet,7.67,7.67,7.67,7.58,7.58,7.58,10.0,10.0,10.0,0.101,0,0,Green,3,2026-09-26,1100.0,Arabica,7.624999999999999
Colombia,600,30,2025,2025-10-07,Washed/Wet,7.75,7.58,7.58,7.67,7.58,7.58,10.0,10.0,10.0,0.11,0,0,Green,2,2026-10-07,1959.0,Arabica,7.623333333333332
Vietnam,4000,1,2025,2025-08-18,Natural/Dry,7.83,7.58,7.67,7.58,7.58,7.42,10.0,10.0,10.0,0.11,0,0,Green,0,2026-08-18,1650.0,Arabica,7.609999999999999
Brazil,1600,96000,2025,2025-09-22,Natural/Dry,7.5,7.58,7.5,7.67,7.67,7.5,10.0,10.0,10.0,0.115,0,1,Green,5,2026-09-22,1100.0,Arabica,7.57
Colombia,530,35,2025,2025-08-21,Washed/Wet,7.75,7.75,7.42,7.75,7.58,7.58,10.0,10.0,10.0,0.107,0,0,Green,2,2026-08-21,1700.0,Arabica,7.638333333333333
Vietnam,8,60,2025,2025-09-29,Washed/Wet,7.92,7.67,7.42,7.5,7.58,7.5,10.0,10.0,10.0,0.127,0,0,Green,0,2026-09-29,850.0,Arabica,7.598333333333333
Indonesia,1,2,2025,2025-05-29,Washed/Wet,7.5,7.58,7.5,7.67,7.58,7.75,10.0,10.0,10.0,0.13,0,0,Green,5,2026-05-29,1590.0,Arabica,7.596666666666667
Taiwan,1,2,2025,2025-09-26,Natural/Dry,7.75,7.58,7.58,7.67,7.5,7.5,10.0,10.0,10.0,0.096,0,0,Green,1,2026-09-26,100.0,Arabica,7.596666666666667
Taiwan,1,20,2021,2025-09-18,Washed/Wet,7.67,7.67,7.67,7.58,7.42,7.5,10.0,10.0,10.0,0.105,0,0,Green,0,2026-09-18,1350.0,Arabica,7.585
Taiwan,1,2,2025,2025-09-26,Honey,7.58,7.58,7.58,7.67,7.5,7.58,10.0,10.0,10.0,0.101,0,0,Green,0,2026-09-26,1200.0,Arabica,7.581666666666667
Colombia,770,25,2024,2024-11-08,Washed/Wet,7.75,7.5,7.33,7.67,7.75,7.58,10.0,10.0,10.0,0.11,0,2,Green,4,2025-11-08,1800.0,Arabica,7.596666666666667
Ethiopia,320,60,2023,2024-11-27,Natural/Dry,7.67,7.67,7.5,7.67,7.42,7.5,10.0,10.0,10.0,0.104,0,0,Yellow,0,2025-11-27,1943.5,Arabica,7.571666666666666
Taiwan,1,2,2024,2025-09-26,Washed/Wet,7.58,7.58,7.58,7.58,7.58,7.5,10.0,10.0,10.0,0.119,0,0,Green,0,2026-09-26,100.0,Arabica,7.566666666666666
Colombia,375,70,2025,2025-09-04,Washed/Wet,7.67,7.58,7.5,7.5,7.5,7.58,10.0,10.0,10.0,0.109,0,0,Green,3,2026-09-04,1590.0,Arabica,7.555
Taiwan,1,2,2025,2025-09-26,Honey,7.67,7.58,7.58,7.5,7.5,7.58,10.0,10.0,10.0,0.09,0,0,Blue-Green,1,2026-09-26,300.0,Arabica,7.5683333333333325
Uganda,320,60,2025,2025-04-17,Washed/Wet,7.75,7.67,7.5,7.33,7.58,7.58,10.0,10.0,10.0,0.115,0,0,Green,5,2026-04-17,1700.0,Arabica,7.5683333333333325
Colombia,770,25,2025,2025-06-02,Washed/Wet,7.58,7.5,7.5,7.75,7.42,7.5,10.0,10.0,10.0,0.118,1,0,Green,2,2026-06-02,1800.0,Arabica,7.541666666666667
Thailand,1,20,2020,2024-11-07,Natural/Dry,7.67,7.67,7.42,7.42,7.58,7.5,10.0,10.0,10.0,0.107,0,0,Blue-Green,0,2025-11-07,1250.0,Arabica,7.543333333333333
Nicaragua,600,30,2025,2025-08-11,Washed/Wet,7.67,7.58,7.42,7.5,7.58,7.5,10.0,10.0,10.0,0.108,0,1,Green,2,2026-08-11,1100.0,Arabica,7.541666666666667
Indonesia,1,2,2021,2025-05-29,Washed/Wet,7.5,7.67,7.33,7.58,7.58,7.58,10.0,10.0,10.0,0.131,0,2,Green,3,2026-05-29,1550.0,Arabica,7.539999999999999
Ethiopia,302,60,2025,2025-09-10,Washed/Wet,7.75,7.75,7.33,7.58,7.42,7.5,10.0,10.0,10.0,0.113,0,19,Blue-Green,5,2026-09-10,1800.0,Arabica,7.555
Indonesia,1,2,2024,2024-12-27,Washed/Wet,7.5,7.5,7.42,7.67,7.58,7.58,10.0,10.0,10.0,0.12,0,2,Green,5,2025-12-27,1100.0,Arabica,7.541666666666667
Thailand,2,10,2024,2024-11-07,Natural/Dry,7.58,7.5,7.5,7.58,7.58,7.5,10.0,10.0,10.0,0.101,0,0,Yellow,1,2025-11-07,1400.0,Arabica,7.539999999999999
Indonesia,1,2,2025,2025-05-29,Washed/Wet,7.58,7.67,7.42,7.58,7.33,7.5,10.0,10.0,10.0,0.13,0,0,Green,4,2026-05-29,1600.0,Arabica,7.513333333333333
Taiwan,1,2,2025,2025-09-26,Honey,7.58,7.5,7.58,7.5,7.58,7.5,10.0,10.0,10.0,0.12,0,0,Yellow,4,2026-09-26,1100.0,Arabica,7.54
Indonesia,1,2,2024,2024-12-27,Natural/Dry,7.75,7.58,7.33,7.58,7.67,7.25,10.0,10.0,10.0,0.119,3,1,Yellow,5,2025-12-27,1250.0,Arabica,7.526666666666667
Guatemala,275,69,2024,2025-01-02,Washed/Wet,7.67,7.58,7.58,7.5,7.42,7.5,10.0,10.0,10.0,0.114,0,0,Yellow,0,2026-01-02,1600.0,Arabica,7.541666666666667
Taiwan,1,2,2025,2025-09-26,Washed/Wet,7.58,7.5,7.42,7.5,7.58,7.58,10.0,10.0,10.0,0.103,0,0,Yellow-Green,3,2026-09-26,1100.0,Arabica,7.526666666666666
El Salvador,600,30,2025,2025-04-30,Washed/Wet,7.75,7.58,7.33,7.58,7.58,7.33,10.0,10.0,10.0,0.116,0,0,Blue-Green,2,2026-04-30,1200.0,Arabica,7.5249999999999995
Colombia,530,35,2025,2025-07-23,Washed/Wet,7.67,7.58,7.33,7.5,7.58,7.42,10.0,10.0,10.0,0.111,0,0,Green,3,2026-07-23,1700.0,Arabica,7.513333333333333
Nicaragua,300,30,2024,2025-03-07,Washed/Wet,7.58,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,0.114,0,0,Green,1,2026-03-07,1800.0,Arabica,7.513333333333333
Colombia,600,30,2025,2025-05-08,Washed/Wet,7.75,7.67,7.33,7.5,7.42,7.58,10.0,10.0,10.0,0.12,0,0,Green,1,2026-05-08,1700.0,Arabica,7.541666666666667
Colombia,275,70,2024,2025-02-07,Washed/Wet,7.67,7.58,7.5,7.58,7.33,7.5,10.0,10.0,10.0,0.118,0,1,Green,2,2026-02-07,1800.0,Arabica,7.526666666666666
Taiwan,1,2,2025,2025-09-18,Honey,7.75,7.5,7.5,7.58,7.33,7.5,10.0,10.0,10.0,0.118,0,0,Green,8,2026-09-18,100.0,Arabica,7.526666666666666
Taiwan,1,6,2025,2025-09-17,Washed/Wet,7.58,7.58,7.42,7.5,7.5,7.5,10.0,10.0,10.0,0.113,0,1,Green,1,2026-09-17,250.0,Arabica,7.513333333333333
Indonesia,3,50,2024,2025-02-05,Washed/Wet,7.5,7.58,7.58,7.42,7.58,7.42,10.0,10.0,10.0,0.119,0,3,Green,3,2026-02-05,2000.0,Arabica,7.513333333333333
Kenya,59,60,2025,2025-03-25,Washed/Wet,8.0,8.0,8.0,8.0,7.92,8.0,10.0,10.0,6.67,0.11,0,0,Green,3,2026-03-25,1620.0,Arabica,7.986666666666667
Taiwan,1,2,2025,2025-09-26,Natural/Dry,7.58,7.67,7.5,7.5,7.5,7.42,10.0,10.0,10.0,0.101,0,0,Green,0,2026-09-26,1350.0,Arabica,7.528333333333333
Costa Rica,1,1,2025,2025-02-20,Honey,7.58,7.58,7.5,7.42,7.5,7.5,10.0,10.0,10.0,0.105,0,9,Yellow,1,2026-02-20,1220.0,Arabica,7.513333333333333
Ethiopia,320,60,2024,2024-11-25,Washed/Wet,7.58,7.5,7.58,7.42,7.5,7.5,10.0,10.0,10.0,0.123,0,0,Green,0,2025-11-25,1850.0,Arabica,7.513333333333333
Taiwan,1,2,2025,2025-09-26,Honey,7.58,7.58,7.58,7.5,7.42,7.42,10.0,10.0,10.0,0.102,0,0,Green,1,2026-09-26,1100.0,Arabica,7.5133333333333345
Taiwan,1,6,2025,2025-09-12,Honey,7.67,7.58,7.42,7.5,7.42,7.42,10.0,10.0,10.0,0.096,0,0,Green,1,2026-09-12,380.0,Arabica,7.501666666666668
Indonesia,1,2,2024,2024-12-27,Natural/Dry,7.75,7.67,7.5,7.58,7.58,7.5,9.33,10.0,10.0,0.123,0,1,Green,0,2025-12-27,1275.0,Arabica,7.596666666666667
Guatemala,275,69,2024,2025-01-02,Washed/Wet,7.5,7.58,7.42,7.5,7.5,7.5,10.0,10.0,10.0,0.116,0,0,Yellow-Green,0,2026-01-02,396.24,Arabica,7.5
Mexico,600,18000,2025,2025-05-19,Washed/Wet,7.5,7.5,7.33,7.58,7.58,7.5,10.0,10.0,10.0,0.112,0,0,Green,2,2026-05-19,985.0,Arabica,7.498333333333332
Papua New Guinea,300,60,2023,2024-11-27,Washed/Wet,7.42,7.58,7.5,7.58,7.42,7.42,10.0,10.0,10.0,0.114,2,0,Green,12,2025-11-27,1800.0,Arabica,7.486666666666667
Taiwan,1,2,2025,2025-09-26,Honey,7.5,7.5,7.5,7.42,7.58,7.5,10.0,10.0,10.0,0.111,0,1,Yellow-Green,2,2026-09-26,1100.0,Arabica,7.5
Guatemala,115,30,2025,2025-06-26,Washed/Wet,7.75,7.83,7.67,7.83,7.83,7.75,9.33,9.33,10.0,0.114,0,4,Green,9,2026-06-26,1700.0,Arabica,7.776666666666666
Colombia,375,70,2025,2025-10-13,Washed/Wet,7.58,7.67,7.33,7.5,7.42,7.42,10.0,10.0,10.0,0.099,0,0,Green,4,2026-10-13,1450.0,Arabica,7.486666666666667
Taiwan,1,2,2025,2025-09-26,Natural/Dry,7.58,7.5,7.5,7.5,7.42,7.42,10.0,10.0,10.0,0.121,0,1,Yellow,9,2026-09-26,1100.0,Arabica,7.486666666666667
Taiwan,1,2,2025,2025-09-26,Honey,7.5,7.42,7.42,7.5,7.58,7.5,10.0,10.0,10.0,0.095,0,0,Green,2,2026-09-26,1100.0,Arabica,7.486666666666667
Taiwan,1,2,2024,2025-09-26,Natural/Dry,7.67,7.42,7.42,7.58,7.42,7.42,10.0,10.0,10.0,0.117,0,0,Green,0,2026-09-26,400.0,Arabica,7.488333333333333
Indonesia,1,2,2024,2024-12-27,Washed/Wet,7.42,7.58,7.5,7.5,7.42,7.5,10.0,10.0,10.0,0.129,0,3,Green,0,2025-12-27,1000.0,Arabica,7.486666666666667
Indonesia,1,2,2024,2024-12-27,Washed/Wet,7.83,7.67,7.67,7.58,7.58,7.67,8.67,10.0,10.0,0.123,0,3,Green,1,2025-12-27,1000.0,Arabica,7.666666666666667
Sri Lanka,20,600,2025,2025-06-02,Natural/Dry,7.58,7.42,7.42,7.5,7.42,7.42,10.0,10.0,10.0,0.105,0,0,Green,1,2026-06-02,1150.0,Arabica,7.460000000000001
Indonesia,1,2,2024,2024-12-27,Washed/Wet,7.5,7.33,7.33,7.58,7.5,7.42,10.0,10.0,10.0,0.116,0,2,Blue-Green,6,2025-12-27,1000.0,Arabica,7.443333333333334
Vietnam,1,2,2025,2025-03-05,Washed/Wet,7.5,7.42,7.33,7.5,7.42,7.5,10.0,10.0,10.0,0.116,0,0,Green,1,2026-03-05,1000.0,Arabica,7.445
Taiwan,1,2,2025,2025-09-26,Honey,7.58,7.58,7.33,7.5,7.33,7.42,10.0,10.0,10.0,0.111,0,0,Yellow,0,2026-09-26,1200.0,Arabica,7.456666666666667
Indonesia,1,2,2025,2025-06-25,Washed/Wet,7.58,7.58,7.33,7.42,7.33,7.5,10.0,10.0,10.0,0.144,0,1,Green,5,2026-06-25,1680.0,Arabica,7.456666666666667
Indonesia,1,50,2024,2025-02-05,Natural/Dry,7.67,7.5,7.33,7.5,7.33,7.42,10.0,10.0,10.0,0.122,0,2,Green,2,2026-02-05,1600.0,Arabica,7.458333333333333
Indonesia,4,50,2024,2025-02-04,Natural/Dry,7.42,7.58,7.33,7.58,7.5,7.33,10.0,10.0,10.0,0.122,0,0,Yellow,5,2026-02-04,1180.0,Arabica,7.456666666666666
Taiwan,1,6,2024,2025-09-12,Washed/Wet,7.58,7.42,7.33,7.33,7.42,7.5,10.0,10.0,10.0,0.129,0,0,Blue-Green,0,2026-09-12,230.0,Arabica,7.43
Indonesia,1,2,2024,2024-12-27,Washed/Wet,7.42,7.67,7.42,7.33,7.5,7.42,10.0,10.0,10.0,0.122,0,9,Green,4,2025-12-27,1250.0,Arabica,7.46
Colombia,375,70,2021,2025-05-27,Washed/Wet,7.5,7.5,7.33,7.42,7.42,7.42,10.0,10.0,10.0,0.102,5,18,Green,16,2026-05-27,1450.0,Arabica,7.4316666666666675
Indonesia,1,2,2024,2024-12-27,Washed/Wet,7.58,7.58,7.33,7.75,7.58,7.42,9.33,10.0,10.0,0.119,0,0,Green,1,2025-12-27,1250.0,Arabica,7.54
Vietnam,1,60,2025,2025-05-19,Natural/Dry,7.67,7.58,7.17,7.58,7.42,7.25,10.0,10.0,10.0,0.125,0,1,Green,1,2026-05-19,1550.0,Arabica,7.445
Vietnam,1,2,2026,2025-04-07,Natural/Dry,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,0.12,0,0,Green,1,2026-04-07,1450.0,Arabica,7.43
Panama,250,30,2025,2025-05-08,Washed/Wet,7.5,7.42,7.42,7.42,7.58,7.33,10.0,10.0,10.0,0.105,0,2,Green,1,2026-05-08,1500.0,Arabica,7.444999999999999
Taiwan,1,2,2025,2025-09-26,Natural/Dry,7.67,7.5,7.42,7.25,7.5,7.25,10.0,10.0,10.0,0.105,10,0,Brown,2,2026-09-26,1100.0,Arabica,7.4316666666666675
Vietnam,1,2,2025,2025-03-05,Honey,7.5,7.42,7.33,7.5,7.33,7.33,10.0,10.0,10.0,0.111,0,0,Green,0,2026-03-05,1000.0,Arabica,7.401666666666666
Colombia,375,70,2025,2025-05-30,Washed/Wet,7.42,7.25,7.42,7.5,7.42,7.42,10.0,10.0,10.0,0.114,0,0,Green,2,2026-05-30,1450.0,Arabica,7.405
Colombia,375,70,2025,2025-09-26,Washed/Wet,7.5,7.42,7.17,7.5,7.5,7.42,10.0,10.0,10.0,0.111,0,0,Green,3,2026-09-26,1450.0,Arabica,7.418333333333334
Thailand,10,100,2025,2025-09-23,Washed/Wet,7.5,7.5,7.25,7.42,7.58,7.25,10.0,10.0,10.0,0.1,0,0,Green,1,2026-09-23,1300.0,Arabica,7.416666666666667
